Raw_Affiliation,Latitude,Longitude,in_science_park_osm,park_name_osm,univ_research_count,nearest_station_m,nearest_junction_m,method_used_osm,park_name_gt,nearest_park_wikidata_id,distance_to_park_m,in_science_park_gt,agree
"Division of Oncology (J.E.S., J.M., D.B.J.), Vanderbilt University Medical Center and Vanderbilt-Ingram Cancer Center, Nashville, TN",36.1622767,-86.7742984,False,,1.0,33.40557831613387,962.7406644256682,B_density_fallback,Cummings Research Park,Q5194123,160372.3,False,True
"Sorbonne Université, INSERM Clinical Investigaton Center Paris-Est, Assistance Publique - Hopitaux de Paris, Pitié-Salpêtrière Hospital, Department of Pharmacology, Paris, France (J.E.S.)",,,,,,,,no_coordinates,,,,,
"UNICO APHP.6 Cardio-Oncology Program (J.E.S., S.E., A.C.)",45.5792545,9.2591355,False,,1.0,1077.7417262263923,786.270683268673,B_density_fallback,Milan Innovation District,Q65127945,13654.0,False,True
"Service de cardiologie Hôpitaux Universitaires Est Parisien, Hôpital Saint Antoine, Assistance Publique–Hôpitaux de Paris, INSERM 856, Sorbonne-université, France (S.E.)",,,,,,,,no_coordinates,,,,,
"Sorbonne-Université and INSERM 856, Hôpital Saint Antoine, Paris, France (A.C.)",48.2844289,1.8737303,False,,0.0,,,B_density_fallback,Cité scientifique,Q2974822,273807.9,False,True
"CHU Saint-Antoine [AP-HP] (184, rue du Faubourg Saint-Antoine
 75571 Paris cedex 12 - France)",,,,,,,,no_coordinates,,,,,
"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA (T.K.C.)",42.3375681,-71.1078696,False,,9.0,1053.1552677964603,1592.0283850222525,B_density_fallback,University City Science Center,Q7894587,432396.8,False,True
"Sorbonne University, AP-PH, Pitié Salpêtrière Hospital, Department of Internal Medicine and Clinical Immunology, Paris, France (Y.A.)",48.2844289,1.8737303,False,,0.0,,,B_density_fallback,Cité scientifique,Q2974822,273807.9,False,True
"Division of Cardiology, Department of Internal Medicine, UT Southwestern Medical Center, Dallas, TX (D.J.K.)",32.7762719,-96.7968559,False,,3.0,1057.5022091684048,366.7155202519044,B_density_fallback,Cummings Research Park,Q5194123,962522.8,False,True
"University Hospital Erlangen, Department of Dermatology, Germany (L.H.)",,,,,,,,no_coordinates,,,,,
"Lucie Heinzerling University Hospital Erlangen, Department of Dermatology, Germany (L.H.)",,,,,,,,no_coordinates,,,,,
"Center for Drug Evaluation and Research, US Food and Drug Administration, Silver Spring, MD (L.A.K.)",38.9997621,-77.0240371,False,,0.0,911.3861747243762,1845.5441181109531,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,38679.8,False,True
"Cardio-Oncology Service, Royal Brompton Hospital, London, United Kingdom (A.R.L.)",,,,,,,,no_coordinates,,,,,
"Peter Munk Cardiac Centre, Ted Rogers Program in Cardiotoxicity Prevention and Department of Medical Imaging, University Health Network, University of Toronto, Ontario, Canada (P.T.)",,,,,,,,no_coordinates,,,,,
"University of Toronto (27 King's College Circle, Toronto M5S 1A1 - Canada)",,,,,,,,no_coordinates,,,,,
"Department of Pathology (R.P., A.L.), Brigham and Women’s Hospital, Harvard Medical School, Boston, MA",42.3369167,-71.1038922,False,,10.0,1097.153920629713,1665.874298547512,B_density_fallback,University City Science Center,Q7894587,432617.0,False,True
"Departments of Medicine and Cellular &amp; Molecular Medicine, University of Ottawa Heart Institute, Ontario, Canada (P.P.L.)",,,,,,,,no_coordinates,,,,,
"Peter P. Liu Departments of Medicine and Cellular & Molecular Medicine, University of Ottawa Heart Institute, Ontario, Canada (P.P.L.)",,,,,,,,no_coordinates,,,,,
"Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore",1.2959845,103.7766186,False,,12.0,1730.0821721853438,742.2298210939506,B_density_fallback,Singapore Science Park,Q7523109,908.0,True,False
"Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, Berkeley, CA, USA",37.8811393,-122.2644976,False,,11.0,1268.3431735151196,3719.5284956024575,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,53382.4,False,True
"Solar Energy Research Institute of Singapore, National University of Singapore, Singapore, Singapore",1.2959845,103.7766186,False,,12.0,1730.0821721853438,742.2298210939506,B_density_fallback,Singapore Science Park,Q7523109,908.0,True,False
"ABB US Corporate Research Center, Raleigh, USA",35.7803977,-78.6390989,False,,4.0,845.1787248825427,699.5277018977956,B_density_fallback,Research Triangle Park,Q1187093,24657.3,False,True
"ABB SACE SpA, Bergamo, Italy",45.7566557,9.7542192,False,,0.0,1752.5203471974403,2081.113768073636,B_density_fallback,Kilometro Rosso,Q43967769,13340.0,False,True
"School of Electrical and Power Engineering, China University of Mining and Technology, Xuzhou, China",34.2146056,117.1380776,False,,1.0,737.3496398150443,,B_density_fallback,Linyi National High-Tech Zone,Q120017310,133328.6,False,True
"[School of Electrical and Power Engineering, China University of Mining and Technology, Xuzhou, China]",34.2146056,117.1380776,False,,1.0,737.3496398150443,,B_density_fallback,Linyi National High-Tech Zone,Q120017310,133328.6,False,True
Department of Nuclear Medicine and,,,,,,,,no_coordinates,,,,,
"Department of Hemato-Oncology, Saint-Louis Hospital, Assistance Publique–Hôpitaux de Paris (AP-HP), Paris, France;",48.8534951,2.3483915,False,,74.0,191.42332772248767,2198.8516737143227,B_density_fallback,Cité scientifique,Q2974822,202927.5,False,True
"Department of Nuclear Medicine, Oncolopole, Toulouse, France;",43.6044638,1.4442433,False,,37.0,81.6629114749366,2398.8439028540192,B_density_fallback,Parc de Recerca i Innovació de la Universitat de Girona,Q18009248,214630.9,False,True
"Centre Hospitalier Universitaire (CHU) Nantes, Service d’Hématologie Clinique, Hôtel-Dieu, Nantes, France;",47.2104336,-1.5537888,False,,9.0,1192.0894211733776,,B_density_fallback,Winfrith Technology Centre,Q8025062,389554.3,False,True
"Faculté de Médecine, Université de Nantes, Nantes, France;",47.2454573,-1.5519856,False,,4.0,3252.981289240772,1386.914240941253,B_density_fallback,Winfrith Technology Centre,Q8025062,385710.4,False,True
"INSERM, Centre National de la Recherche Scientifique (CNRS), Centre de Recherche en Cancérologie et Immunologie Nantes Angers (CRCINA), Nantes, France;",47.2186371,-1.5541362,False,,8.0,975.3477606874952,,B_density_fallback,Winfrith Technology Centre,Q8025062,388646.4,False,True
"Hematology, CHU Dijon, INSERM Unité Mixte de Recherche (UMR) 1231, Dijon, France;",47.3215806,5.0414701,False,,11.0,1022.235957820026,2753.306310002247,B_density_fallback,Freiburger Innovationszentrum,Q115942856,222594.7,False,True
"CNRS UMR 7563, Biopole de l’Université de Lorraine, Vandoeuvre les Nancy, France;",48.6599676,6.1724618,False,,15.0,3310.347696188118,1000.8655029534726,B_density_fallback,InnovationsCampus Saar,Q98546218,85698.1,False,True
"Department of Hematology, Brabois Hospital, Centre Hospitalier Régional Universitaire (CHRU), Nancy, France;",48.6937223,6.1834097,False,,35.0,835.1110316859674,2335.3280474506178,B_density_fallback,InnovationsCampus Saar,Q98546218,82334.3,False,True
"Department of Hematology, Oncopole, CHU Toulouse, Toulouse, France;",43.6132492,1.4000796,False,,0.0,2631.494071095404,702.5769828099226,B_density_fallback,Parc de Recerca i Innovació de la Universitat de Girona,Q18009248,217378.6,False,True
"Department of Nuclear Medicine, CHU Nantes, Nantes, France;",47.2009882,-1.5582875,False,,8.0,1094.3637678978923,3890.1249066262912,B_density_fallback,Winfrith Technology Centre,Q8025062,390552.4,False,True
"Department of Nuclear Medicine, CHU Brabois, Nancy, France;",48.6490831,6.1463469,False,,9.0,,432.03075258711743,B_density_fallback,InnovationsCampus Saar,Q98546218,87863.9,False,True
"Department of Nuclear Medicine, Center Georges-François Leclerc, Dijon, France;",47.3215806,5.0414701,False,,11.0,1022.235957820026,2753.306310002247,B_density_fallback,Freiburger Innovationszentrum,Q115942856,222594.7,False,True
"Department of Pathology, CHU Nantes, Nantes, France;",47.2009882,-1.5582875,False,,8.0,1094.3637678978923,3890.1249066262912,B_density_fallback,Winfrith Technology Centre,Q8025062,390552.4,False,True
"Department of Pathology, AP-HP, Saint-Louis Hospital, Paris, France;",48.8738275,2.3677007,False,,4.0,466.1482515867236,2553.330890251335,B_density_fallback,Cité scientifique,Q2974822,200366.8,False,True
"INSERM 1256, Université de Lorraine, Nancy, France;",48.6944854,6.1661574,False,,31.0,770.0167837206141,2342.339208932423,B_density_fallback,InnovationsCampus Saar,Q98546218,83116.2,False,True
"LYSA Imaging, Hospital Henri Mondor, AP-HP, Université Paris-Est Créteil (UPEC), Créteil, France;",48.7771486,2.4530731,False,,6.0,1248.77267583785,464.1792523257054,B_density_fallback,Haute-Borne,Q287340,209197.7,False,True
"AP-HP, Hôpital Saint-Louis, Service Biostatistiques, France–Paris University–Paris Diderot, Paris, France; and",49.4183229,2.0960831,False,,0.0,1026.6497727768383,2160.0421574415955,B_density_fallback,EuraTechnologies,Q13931398,150332.0,False,True
"Unit NF-κB, Différenciation et Cancer, Université de Paris, Paris, France",48.8297201,2.3398294,False,,52.0,311.395962913317,1414.969832151932,B_density_fallback,Cité scientifique,Q2974822,205641.7,False,True
"Advanced Electric Machines & Power Electronics Lab, Texas A&M University, College Station, TX, USA",30.6183939,-96.3455991,False,,4.0,,2487.479396091368,B_density_fallback,Cummings Research Park,Q5194123,1015382.4,False,True
"ABB Inc., Raleigh, NC, USA",35.7803977,-78.6390989,False,,4.0,845.1787248825427,699.5277018977956,B_density_fallback,Research Triangle Park,Q1187093,24657.3,False,True
"Applied Power Electronics Technology Research Group, University of Vigo, Vigo, Spain",42.1697395,-8.6833125,False,,12.0,,1400.9112675802648,B_density_fallback,Tecnopole,Q7692758,74039.5,False,True
"Faculty of Engineering and Information Technology, University of Technology Sydney, Sydney, Australia",-33.8832536,151.2003294,False,,8.0,489.91973990421343,984.1693364420306,B_density_fallback,Australian Technology Park,Q4056106,1334.0,True,False
"Queen’s University, Kingston, Canada",44.2263489,-76.4957555,False,,7.0,,,B_density_fallback,University City Science Center,Q7894587,486824.4,False,True
"Queen's University, Kingston, Canada",44.2263489,-76.4957555,False,,7.0,,,B_density_fallback,University City Science Center,Q7894587,486824.4,False,True
"Aalborg University, Aalborg, Denmark",57.0159209,9.9753108,False,,0.0,,1058.3050778358058,B_density_fallback,Lindholmen Science Park,Q6552489,140657.9,False,True
"Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",37.2219268,-80.4272818,False,,1.0,,1186.3208265745548,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,2409.3,False,True
"Johns Hopkins University Applied Physics Laboratory, Laurel, MD, USA",39.1667462,-76.8974081,False,,3.0,,989.7729960758408,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,18429.7,False,True
"Milan Power Electronics Laboratory, Delta Electronics (Americas), Ltd., Durham, NC, USA",36.0073002,-78.8823949,False,,0.0,2422.313332340957,772.2280675101664,B_density_fallback,Research Triangle Park,Q1187093,11175.9,False,True
"Milan Power Electronics Laboratory, Delta Electronics (Americas), Ltd., Research Triangle Park, NC, USA",35.8923773,-78.8658899,False,,0.0,,586.0999131926411,B_density_fallback,Research Triangle Park,Q1187093,1765.7,True,False
"Research Institute for Applied Mechanics, Kyushu University, Fukuoka, Japan",33.6707768,130.4444986,False,,1.0,459.5466703785802,1257.2541830214914,B_density_fallback,Yakushima Botanical Research Park,Q140289253,380436.0,False,True
"Department of Information Engineering, University of Padova, Padua, Italy",45.4066496,11.8774407,False,,54.0,1256.3304775719491,2005.1819206866328,B_density_fallback,Venice Gateway for Science and Technology,Q4006932,30352.5,False,True
"Department of Physics and Astronomy and the Department of Information Engineering, University of Padova, Padua, Italy",45.4066496,11.8774407,False,,54.0,1256.3304775719491,2005.1819206866328,B_density_fallback,Venice Gateway for Science and Technology,Q4006932,30352.5,False,True
Efficient Power Conversion Corporation (EPC); USA,,,,,,,,no_coordinates,,,,,
Kilby Labs; Texas Instruments; USA,,,,,,,,no_coordinates,,,,,
"VPT, Inc.; USA",40.7727423,-73.9843575,False,,4.0,190.9146310095537,831.6242957690906,B_density_fallback,University City Science Center,Q7894587,136767.7,False,True
"Department of Electrical Engineering, National Institute of Technology, Shillong, Meghalaya, India",25.6105361,91.9480803,False,,0.0,,,B_density_fallback,Menjor Multipurpose Research Centre and Unity Park,Q118107423,235758.3,False,True
ORCiD,8.9666172,38.708682,False,,1.0,,,B_density_fallback,Konza Technopolis,Q3661247,1196819.5,False,True
"School of Electrical and Electronic Engineering, Newcastle University in Singapore (NUIS), Singapore",,,,,,,,no_coordinates,,,,,
"Department of Management and Innovation Systems, University of Salerno, Fisciano, Italy",40.772812,14.799443,False,,3.0,2397.3887728702,1085.46287801691,B_density_fallback,Rome Research Area (Tor Vergata),Q3621988,215363.8,False,True
"Clinical Research Division, Fred Hutchinson Cancer Research Center, Seattle, Washington; Centro Paulista de Oncologia, Sao Paulo, Brazil",-23.5506507,-46.6333824,False,,19.0,24.01752490148184,810.1681850389436,B_density_fallback,Parque CienTec,Q53588580,11180.9,False,True
"Centro Paulista de Oncologia, Sao Paulo, Brazil",-22.1167458,-51.4127732,False,,1.0,,1956.017039785752,B_density_fallback,Biopark,Q62056417,364064.9,False,True
"Clinical Research Division, Fred Hutchinson Cancer Research Center, Seattle, Washington",47.6277525,-122.330673,False,,4.0,1235.268891545273,200.1478650627464,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,1106628.5,False,True
"Department of Medicine, University of Washington, Seattle, Washington",47.6554303,-122.3001692,False,,7.0,676.2814355928052,1288.7650448137656,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,1109592.0,False,True
"Clinical Research Division, Fred Hutchinson Cancer Research Center, Seattle, Washington; Department of Medicine, University of Washington, Seattle, Washington",47.6554303,-122.3001692,False,,7.0,676.2814355928052,1288.7650448137656,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,1109592.0,False,True
"Public Health Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, Washington",47.6277525,-122.330673,False,,4.0,1235.268891545273,200.1478650627464,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,1106628.5,False,True
